model,model_label,split,threshold,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,false_negative_rate_over_tumors,predicted_positive_rate
plain,plain ERM (4A/5A),id_val,0.0,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0,250,0,250,0.0,1.0
plain,plain ERM (4A/5A),id_val,0.01,0.864,0.864,0.992,0.736,0.7898089171974523,0.8794326241134751,184,66,2,248,0.008,0.628
plain,plain ERM (4A/5A),id_val,0.02,0.89,0.89,0.988,0.792,0.8260869565217391,0.8998178506375227,198,52,3,247,0.012,0.598
plain,plain ERM (4A/5A),id_val,0.03,0.91,0.9099999999999999,0.988,0.832,0.8546712802768166,0.9165120593692022,208,42,3,247,0.012,0.578
plain,plain ERM (4A/5A),id_val,0.04,0.926,0.9259999999999999,0.988,0.864,0.8790035587188612,0.9303201506591336,216,34,3,247,0.012,0.562
plain,plain ERM (4A/5A),id_val,0.05,0.936,0.9359999999999999,0.988,0.884,0.894927536231884,0.9391634980988594,221,29,3,247,0.012,0.552
plain,plain ERM (4A/5A),id_val,0.06,0.944,0.944,0.988,0.9,0.9080882352941176,0.9463601532567049,225,25,3,247,0.012,0.544
plain,plain ERM (4A/5A),id_val,0.07,0.948,0.948,0.988,0.908,0.9148148148148149,0.95,227,23,3,247,0.012,0.54
plain,plain ERM (4A/5A),id_val,0.08,0.944,0.944,0.98,0.908,0.914179104477612,0.9459459459459459,227,23,5,245,0.02,0.536
plain,plain ERM (4A/5A),id_val,0.09,0.948,0.948,0.98,0.916,0.9210526315789473,0.9496124031007751,229,21,5,245,0.02,0.532
plain,plain ERM (4A/5A),id_val,0.1,0.946,0.946,0.976,0.916,0.9207547169811321,0.9475728155339807,229,21,6,244,0.024,0.53
plain,plain ERM (4A/5A),id_val,0.11,0.956,0.956,0.976,0.936,0.9384615384615385,0.9568627450980391,234,16,6,244,0.024,0.52
plain,plain ERM (4A/5A),id_val,0.12,0.962,0.962,0.976,0.948,0.9494163424124513,0.9625246548323471,237,13,6,244,0.024,0.514
plain,plain ERM (4A/5A),id_val,0.13,0.964,0.964,0.972,0.956,0.9566929133858267,0.9642857142857142,239,11,7,243,0.028,0.508
plain,plain ERM (4A/5A),id_val,0.14,0.964,0.964,0.972,0.956,0.9566929133858267,0.9642857142857142,239,11,7,243,0.028,0.508
plain,plain ERM (4A/5A),id_val,0.15,0.966,0.966,0.972,0.96,0.9604743083003953,0.9662027833001987,240,10,7,243,0.028,0.506
plain,plain ERM (4A/5A),id_val,0.16,0.966,0.966,0.972,0.96,0.9604743083003953,0.9662027833001987,240,10,7,243,0.028,0.506
plain,plain ERM (4A/5A),id_val,0.17,0.962,0.962,0.964,0.96,0.9601593625498008,0.9620758483033932,240,10,9,241,0.036,0.502
plain,plain ERM (4A/5A),id_val,0.18,0.964,0.964,0.964,0.964,0.964,0.964,241,9,9,241,0.036,0.5
plain,plain ERM (4A/5A),id_val,0.19,0.966,0.966,0.964,0.968,0.9678714859437751,0.9659318637274549,242,8,9,241,0.036,0.498
plain,plain ERM (4A/5A),id_val,0.2,0.968,0.968,0.964,0.972,0.9717741935483871,0.9678714859437753,243,7,9,241,0.036,0.496
plain,plain ERM (4A/5A),id_val,0.21,0.968,0.968,0.964,0.972,0.9717741935483871,0.9678714859437753,243,7,9,241,0.036,0.496
plain,plain ERM (4A/5A),id_val,0.22,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.23,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.24,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.25,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.26,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.27,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.28,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.29,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.3,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.31,0.966,0.966,0.96,0.972,0.97165991902834,0.96579476861167,243,7,10,240,0.04,0.494
plain,plain ERM (4A/5A),id_val,0.32,0.968,0.968,0.96,0.976,0.975609756097561,0.9677419354838709,244,6,10,240,0.04,0.492
plain,plain ERM (4A/5A),id_val,0.33,0.968,0.968,0.96,0.976,0.975609756097561,0.9677419354838709,244,6,10,240,0.04,0.492
plain,plain ERM (4A/5A),id_val,0.34,0.968,0.968,0.96,0.976,0.975609756097561,0.9677419354838709,244,6,10,240,0.04,0.492
plain,plain ERM (4A/5A),id_val,0.35,0.966,0.966,0.956,0.976,0.9755102040816327,0.9656565656565657,244,6,11,239,0.044,0.49
plain,plain ERM (4A/5A),id_val,0.36,0.966,0.966,0.956,0.976,0.9755102040816327,0.9656565656565657,244,6,11,239,0.044,0.49
plain,plain ERM (4A/5A),id_val,0.37,0.966,0.966,0.956,0.976,0.9755102040816327,0.9656565656565657,244,6,11,239,0.044,0.49
plain,plain ERM (4A/5A),id_val,0.38,0.968,0.968,0.956,0.98,0.9795081967213115,0.9676113360323886,245,5,11,239,0.044,0.488
plain,plain ERM (4A/5A),id_val,0.39,0.968,0.968,0.956,0.98,0.9795081967213115,0.9676113360323886,245,5,11,239,0.044,0.488
plain,plain ERM (4A/5A),id_val,0.4,0.968,0.968,0.956,0.98,0.9795081967213115,0.9676113360323886,245,5,11,239,0.044,0.488
plain,plain ERM (4A/5A),id_val,0.41,0.968,0.968,0.956,0.98,0.9795081967213115,0.9676113360323886,245,5,11,239,0.044,0.488
plain,plain ERM (4A/5A),id_val,0.42,0.966,0.966,0.952,0.98,0.9794238683127572,0.9655172413793104,245,5,12,238,0.048,0.486
plain,plain ERM (4A/5A),id_val,0.43,0.966,0.966,0.952,0.98,0.9794238683127572,0.9655172413793104,245,5,12,238,0.048,0.486
plain,plain ERM (4A/5A),id_val,0.44,0.966,0.966,0.952,0.98,0.9794238683127572,0.9655172413793104,245,5,12,238,0.048,0.486
plain,plain ERM (4A/5A),id_val,0.45,0.964,0.964,0.948,0.98,0.9793388429752066,0.9634146341463414,245,5,13,237,0.052,0.484
plain,plain ERM (4A/5A),id_val,0.46,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.47,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.48,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.49,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.5,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.51,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.52,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.53,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.54,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.55,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.56,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.57,0.964,0.964,0.944,0.984,0.9833333333333333,0.9632653061224489,246,4,14,236,0.056,0.48
plain,plain ERM (4A/5A),id_val,0.58,0.962,0.962,0.94,0.984,0.9832635983263598,0.9611451942740286,246,4,15,235,0.06,0.478
plain,plain ERM (4A/5A),id_val,0.59,0.962,0.962,0.94,0.984,0.9832635983263598,0.9611451942740286,246,4,15,235,0.06,0.478
plain,plain ERM (4A/5A),id_val,0.6,0.962,0.962,0.94,0.984,0.9832635983263598,0.9611451942740286,246,4,15,235,0.06,0.478
plain,plain ERM (4A/5A),id_val,0.61,0.962,0.962,0.94,0.984,0.9832635983263598,0.9611451942740286,246,4,15,235,0.06,0.478
plain,plain ERM (4A/5A),id_val,0.62,0.962,0.962,0.94,0.984,0.9832635983263598,0.9611451942740286,246,4,15,235,0.06,0.478
plain,plain ERM (4A/5A),id_val,0.63,0.962,0.962,0.94,0.984,0.9832635983263598,0.9611451942740286,246,4,15,235,0.06,0.478
plain,plain ERM (4A/5A),id_val,0.64,0.962,0.962,0.936,0.988,0.9873417721518988,0.9609856262833677,247,3,16,234,0.064,0.474
plain,plain ERM (4A/5A),id_val,0.65,0.962,0.962,0.936,0.988,0.9873417721518988,0.9609856262833677,247,3,16,234,0.064,0.474
plain,plain ERM (4A/5A),id_val,0.66,0.962,0.962,0.936,0.988,0.9873417721518988,0.9609856262833677,247,3,16,234,0.064,0.474
plain,plain ERM (4A/5A),id_val,0.67,0.962,0.962,0.936,0.988,0.9873417721518988,0.9609856262833677,247,3,16,234,0.064,0.474
plain,plain ERM (4A/5A),id_val,0.68,0.962,0.962,0.936,0.988,0.9873417721518988,0.9609856262833677,247,3,16,234,0.064,0.474
plain,plain ERM (4A/5A),id_val,0.69,0.96,0.96,0.932,0.988,0.9872881355932204,0.9588477366255144,247,3,17,233,0.068,0.472
plain,plain ERM (4A/5A),id_val,0.7,0.96,0.96,0.932,0.988,0.9872881355932204,0.9588477366255144,247,3,17,233,0.068,0.472
plain,plain ERM (4A/5A),id_val,0.71,0.96,0.96,0.932,0.988,0.9872881355932204,0.9588477366255144,247,3,17,233,0.068,0.472
plain,plain ERM (4A/5A),id_val,0.72,0.96,0.96,0.932,0.988,0.9872881355932204,0.9588477366255144,247,3,17,233,0.068,0.472
plain,plain ERM (4A/5A),id_val,0.73,0.96,0.96,0.932,0.988,0.9872881355932204,0.9588477366255144,247,3,17,233,0.068,0.472
plain,plain ERM (4A/5A),id_val,0.74,0.96,0.96,0.932,0.988,0.9872881355932204,0.9588477366255144,247,3,17,233,0.068,0.472
plain,plain ERM (4A/5A),id_val,0.75,0.96,0.96,0.932,0.988,0.9872881355932204,0.9588477366255144,247,3,17,233,0.068,0.472
plain,plain ERM (4A/5A),id_val,0.76,0.96,0.96,0.932,0.988,0.9872881355932204,0.9588477366255144,247,3,17,233,0.068,0.472
plain,plain ERM (4A/5A),id_val,0.77,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.78,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.79,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.8,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.81,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.82,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.83,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.84,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.85,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.86,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.87,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.88,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.89,0.958,0.958,0.928,0.988,0.9872340425531915,0.956701030927835,247,3,18,232,0.072,0.47
plain,plain ERM (4A/5A),id_val,0.9,0.956,0.956,0.924,0.988,0.9871794871794872,0.9545454545454546,247,3,19,231,0.076,0.468
plain,plain ERM (4A/5A),id_val,0.91,0.956,0.956,0.924,0.988,0.9871794871794872,0.9545454545454546,247,3,19,231,0.076,0.468
plain,plain ERM (4A/5A),id_val,0.92,0.956,0.956,0.924,0.988,0.9871794871794872,0.9545454545454546,247,3,19,231,0.076,0.468
plain,plain ERM (4A/5A),id_val,0.93,0.956,0.956,0.924,0.988,0.9871794871794872,0.9545454545454546,247,3,19,231,0.076,0.468
plain,plain ERM (4A/5A),id_val,0.94,0.956,0.956,0.924,0.988,0.9871794871794872,0.9545454545454546,247,3,19,231,0.076,0.468
plain,plain ERM (4A/5A),id_val,0.95,0.954,0.954,0.92,0.988,0.9871244635193133,0.9523809523809524,247,3,20,230,0.08,0.466
plain,plain ERM (4A/5A),id_val,0.96,0.956,0.956,0.92,0.992,0.9913793103448276,0.9543568464730291,248,2,20,230,0.08,0.464
plain,plain ERM (4A/5A),id_val,0.97,0.954,0.954,0.916,0.992,0.9913419913419913,0.9521829521829521,248,2,21,229,0.084,0.462
plain,plain ERM (4A/5A),id_val,0.98,0.946,0.946,0.896,0.996,0.9955555555555555,0.9431578947368421,249,1,26,224,0.104,0.45
plain,plain ERM (4A/5A),id_val,0.99,0.934,0.9339999999999999,0.872,0.996,0.9954337899543378,0.929637526652452,249,1,32,218,0.128,0.438
plain,plain ERM (4A/5A),id_val,1.0,0.5,0.5,0.0,1.0,,,250,0,250,0,1.0,0.0
plain,plain ERM (4A/5A),ood_val,0.0,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0,1000,0,1000,0.0,1.0
plain,plain ERM (4A/5A),ood_val,0.01,0.6955,0.6955,0.967,0.424,0.626701231367466,0.7605190719622494,424,576,33,967,0.033,0.7715
plain,plain ERM (4A/5A),ood_val,0.02,0.713,0.7130000000000001,0.937,0.489,0.6470994475138122,0.7655228758169934,489,511,63,937,0.063,0.724
plain,plain ERM (4A/5A),ood_val,0.03,0.722,0.722,0.909,0.535,0.6615720524017468,0.7657961246840775,535,465,91,909,0.091,0.687
plain,plain ERM (4A/5A),ood_val,0.04,0.722,0.722,0.882,0.562,0.6681818181818182,0.7603448275862069,562,438,118,882,0.118,0.66
plain,plain ERM (4A/5A),ood_val,0.05,0.724,0.724,0.867,0.581,0.6741835147744946,0.7585301837270342,581,419,133,867,0.133,0.643
plain,plain ERM (4A/5A),ood_val,0.06,0.725,0.725,0.853,0.597,0.679140127388535,0.7562056737588653,597,403,147,853,0.147,0.628
plain,plain ERM (4A/5A),ood_val,0.07,0.718,0.718,0.827,0.609,0.6789819376026273,0.7457168620378718,609,391,173,827,0.173,0.609
plain,plain ERM (4A/5A),ood_val,0.08,0.7185,0.7185,0.807,0.63,0.6856414613423959,0.7413872301332108,630,370,193,807,0.193,0.5885
plain,plain ERM (4A/5A),ood_val,0.09,0.722,0.722,0.799,0.645,0.6923743500866552,0.7418755803156918,645,355,201,799,0.201,0.577
plain,plain ERM (4A/5A),ood_val,0.1,0.7145,0.7145,0.778,0.651,0.6903283052351376,0.7315467795016455,651,349,222,778,0.222,0.5635
plain,plain ERM (4A/5A),ood_val,0.11,0.711,0.7110000000000001,0.763,0.659,0.6911231884057971,0.7252851711026614,659,341,237,763,0.237,0.552
plain,plain ERM (4A/5A),ood_val,0.12,0.7155,0.7155,0.76,0.671,0.6978879706152433,0.7276208712302539,671,329,240,760,0.24,0.5445
plain,plain ERM (4A/5A),ood_val,0.13,0.7145,0.7145,0.749,0.68,0.7006548175865295,0.7240212663122281,680,320,251,749,0.251,0.5345
plain,plain ERM (4A/5A),ood_val,0.14,0.713,0.713,0.738,0.688,0.7028571428571428,0.72,688,312,262,738,0.262,0.525
plain,plain ERM (4A/5A),ood_val,0.15,0.711,0.711,0.725,0.697,0.7052529182879378,0.7149901380670612,697,303,275,725,0.275,0.514
plain,plain ERM (4A/5A),ood_val,0.16,0.7105,0.7104999999999999,0.715,0.706,0.7086223984142715,0.7117969138875063,706,294,285,715,0.285,0.5045
plain,plain ERM (4A/5A),ood_val,0.17,0.706,0.706,0.704,0.708,0.7068273092369478,0.7054108216432865,708,292,296,704,0.296,0.498
plain,plain ERM (4A/5A),ood_val,0.18,0.7035,0.7035,0.694,0.713,0.7074413863404689,0.7006562342251388,713,287,306,694,0.306,0.4905
plain,plain ERM (4A/5A),ood_val,0.19,0.703,0.7030000000000001,0.686,0.72,0.7101449275362319,0.6978636826042728,720,280,314,686,0.314,0.483
plain,plain ERM (4A/5A),ood_val,0.2,0.7035,0.7035,0.677,0.73,0.7148891235480465,0.6954288649203905,730,270,323,677,0.323,0.4735
plain,plain ERM (4A/5A),ood_val,0.21,0.6975,0.6975,0.661,0.734,0.7130528586839266,0.6860404774260509,734,266,339,661,0.339,0.4635
plain,plain ERM (4A/5A),ood_val,0.22,0.695,0.6950000000000001,0.651,0.739,0.7138157894736842,0.6809623430962343,739,261,349,651,0.349,0.456
plain,plain ERM (4A/5A),ood_val,0.23,0.6925,0.6925,0.641,0.744,0.7146042363433668,0.6758039008961519,744,256,359,641,0.359,0.4485
plain,plain ERM (4A/5A),ood_val,0.24,0.691,0.6910000000000001,0.632,0.75,0.7165532879818595,0.6716259298618491,750,250,368,632,0.368,0.441
plain,plain ERM (4A/5A),ood_val,0.25,0.6865,0.6865,0.622,0.751,0.7141216991963261,0.6648850881881347,751,249,378,622,0.378,0.4355
plain,plain ERM (4A/5A),ood_val,0.26,0.6825,0.6825,0.61,0.755,0.7134502923976608,0.6576819407008085,755,245,390,610,0.39,0.4275
plain,plain ERM (4A/5A),ood_val,0.27,0.6785,0.6785,0.601,0.756,0.7112426035502959,0.6514905149051491,756,244,399,601,0.399,0.4225
plain,plain ERM (4A/5A),ood_val,0.28,0.6725,0.6725,0.584,0.761,0.7095990279465371,0.6407021393307734,761,239,416,584,0.416,0.4115
plain,plain ERM (4A/5A),ood_val,0.29,0.6715,0.6715,0.576,0.767,0.7119901112484549,0.6368159203980099,767,233,424,576,0.424,0.4045
plain,plain ERM (4A/5A),ood_val,0.3,0.6695,0.6695,0.569,0.77,0.7121401752190237,0.6325736520289049,770,230,431,569,0.431,0.3995
plain,plain ERM (4A/5A),ood_val,0.31,0.6685,0.6685,0.563,0.774,0.7135614702154626,0.6294019005030742,774,226,437,563,0.437,0.3945
